typicalFacadeGlazingRatio typicalFacadeWindowWidth groundFacadeGlazingRatio groundFacadeWindowWidth buildingDepth balconyWidth atriumArea aspectRatio groundFloorHeight typicalfloorHeight numberLevels groundSDA firstSDA groundASE firstASE groundViewPercentage firstViewPercentage
0.7 2 0.7 2.5 29.3 2.3 3078.3 0.7 3.7 2.9 8 48.9 36.9 15.4 9.1 73.1 72.7
0.7 2 0.7 2.5 29.8 2.2 3127.2 0.7 3.7 2.9 8.2 47.9 36.1 14.9 9 73 72.5
0.7 2 0.7 2.5 30.5 2.2 3193.4 0.7 3.7 2.9 8.4 47 35.3 14.6 8.8 72.9 72.5
0.7 2 0.7 2.6 31.3 2.2 3263.6 0.7 3.7 2.9 8.6 46 34.4 14.3 8.7 72.9 72.4
0.7 2 0.7 2.6 32.1 2.1 3337.8 0.7 3.6 2.9 8.9 44.8 33.4 13.8 8.5 72.8 72.3
0.7 2 0.7 2.7 32.9 2.1 3411.5 0.7 3.6 2.9 9.1 43.5 32.3 13.4 8.3 72.7 72.2
0.7 2 0.7 2.7 33.7 2.1 3483.2 0.7 3.6 2.9 9.3 42.3 31.3 12.9 8.1 72.6 72
0.7 2 0.7 2.8 34.4 2.1 3550.2 0.6 3.5 2.9 9.5 41 30.2 12.3 7.9 72.4 71.8
0.7 2 0.7 2.8 35.2 2 3613.9 0.6 3.5 2.9 9.7 39.7 29.2 11.9 7.7 72.2 71.6
0.7 2 0.7 2.8 35.9 2 3669.8 0.6 3.4 2.9 9.8 38.2 28 11.2 7.5 71.9 71.2
0.7 2 0.7 2.8 36.3 2 3704.1 0.6 3.4 2.9 9.8 36.9 27 10.7 7.3 71.6 70.9
0.7 2 0.7 2.9 36.7 2 3730.8 0.6 3.4 2.9 9.9 36 26.3 10.3 7.2 71.3 70.6
0.7 1.8 0.7 1.8 16.2 1.8 1516 0.9 4.1 2.6 2.3 65.6 60.4 32.6 17.7 69.2 65
0.8 1.9 0.7 1.8 16.5 1.9 1564.9 0.9 4.2 2.7 2.6 67 61.1 32.9 17.8 70.5 66.5
0.7 1.8 0.7 1.9 16.7 1.8 1606.2 0.9 4.3 2.6 2.7 67.9 61.6 33 17.8 71.6 67.6
0.8 1.8 0.7 1.9 16.9 1.9 1620.9 0.9 4.3 2.7 2.7 67.8 61.5 32.8 17.7 71.7 67.9
0.8 1.8 0.8 1.9 17 1.9 1635.7 0.9 4.3 2.7 2.8 67.7 61.3 32.6 17.6 71.9 68.1
0.8 1.9 0.8 1.9 17.3 1.9 1659.7 0.9 4.3 2.7 2.8 67.7 61.2 32.3 17.5 72.3 68.6
0.8 1.9 0.8 1.9 17.5 2 1695.7 0.9 4.3 2.7 2.9 68 61.2 32.2 17.5 72.9 69.2
0.8 1.9 0.7 1.9 17.7 2 1723.3 0.9 4.3 2.7 3.1 68.1 61.1 32 17.4 73.3 69.7
0.8 1.9 0.8 1.9 17.9 2 1750.1 0.9 4.3 2.7 3.2 68.3 61 31.8 17.2 73.7 70.2
0.8 1.9 0.7 1.9 18.2 2 1778.5 0.9 4.3 2.8 3.2 68 60.6 31.4 17.1 73.9 70.5
0.8 1.9 0.7 1.9 18.5 2.1 1825.3 0.9 4.3 2.8 3.4 68.3 60.4 31.2 16.9 74.5 71.2
0.8 1.9 0.7 2 18.7 2.1 1859.6 0.9 4.3 2.8 3.5 68.2 60.1 30.9 16.8 74.8 71.6
0.8 1.9 0.8 2 18.9 2.1 1898.1 0.9 4.3 2.8 3.7 68.4 59.9 30.6 16.6 75.2 72.2
0.8 2 0.8 2 19.2 2.1 1947.3 0.9 4.4 2.8 4 68.4 59.5 30.2 16.3 75.6 72.7
0.8 2 0.8 2 19.5 2.1 1984.6 0.9 4.4 2.8 4.1 68.2 59 29.9 16.1 75.7 73
0.8 2 0.8 2 19.7 2.1 2026.6 0.9 4.4 2.8 4.3 68.3 58.6 29.6 15.9 76 73.4
0.8 2 0.8 2.1 20.1 2.2 2084.1 0.9 4.3 2.8 4.6 67.3 57.3 28.6 15.4 75.9 73.5
0.8 2 0.8 2.1 20.7 2.2 2152.5 0.9 4.3 2.8 4.9 66.3 56 27.7 15 75.9 73.6
0.8 2 0.8 2.1 21.1 2.2 2209 0.8 4.3 2.8 5.1 65.9 55.1 27 14.6 75.9 73.9
0.8 2 0.8 2.1 21.7 2.2 2277 0.8 4.2 2.8 5.4 64.4 53.4 25.8 14 75.6 73.8
0.8 2 0.8 2.1 22.4 2.2 2353.3 0.8 4.2 2.8 5.6 62.8 51.7 24.7 13.5 75.3 73.7
0.8 2 0.8 2.2 23 2.2 2422.9 0.8 4.1 2.8 5.9 61.4 50 23.5 12.9 75 73.6
0.8 2 0.8 2.2 23.6 2.3 2490.2 0.8 4.1 2.8 6.1 59.9 48.3 22.4 12.4 74.7 73.5
0.8 2 0.8 2.2 23.9 2.3 2532 0.8 4 2.8 6.3 59.2 47.5 21.8 12.1 74.6 73.5
0.8 2 0.8 2.2 24.2 2.3 2571.1 0.8 4 2.8 6.4 58.4 46.5 21.1 11.7 74.4 73.5
0.8 2 0.8 2.2 24.5 2.3 2609.3 0.8 4 2.8 6.6 57.7 45.5 20.4 11.4 74.3 73.4
0.8 2 0.8 2.3 24.8 2.3 2638.7 0.8 4 2.8 6.7 57.3 45 20.1 11.2 74.2 73.5
0.8 2 0.8 2.3 25.1 2.3 2676.1 0.8 4 2.8 6.8 56.5 44.1 19.5 10.9 74.1 73.4
0.8 2 0.8 2.3 25.4 2.3 2712.2 0.8 3.9 2.8 7 55.9 43.3 18.9 10.6 73.9 73.4
0.8 2 0.8 2.3 25.7 2.3 2747.1 0.7 3.9 2.8 7.1 55.2 42.5 18.4 10.4 73.8 73.4
0.8 2 0.8 2.3 26 2.3 2773.1 0.7 3.9 2.8 7.2 54.9 42.2 18.2 10.3 73.9 73.4
0.8 2 0.8 2.3 26.2 2.3 2800.6 0.7 3.9 2.8 7.3 54.5 41.8 18 10.2 73.9 73.5
0.8 2 0.8 2.3 26.6 2.3 2834 0.7 3.9 2.8 7.4 53.9 41.2 17.7 10.1 73.8 73.4
0.8 2 0.8 2.4 26.9 2.3 2868.4 0.7 3.9 2.8 7.5 53.3 40.6 17.3 9.9 73.8 73.4
0.8 2 0.8 2.4 27.3 2.3 2900.7 0.7 3.8 2.8 7.6 52.7 40.2 17.1 9.8 73.7 73.3
0.8 2 0.8 2.4 27.7 2.3 2938.3 0.7 3.8 2.9 7.7 52 39.5 16.8 9.7 73.6 73.3
0.8 2 0.8 2.4 28.1 2.3 2974.9 0.7 3.8 2.9 7.8 51.4 39 16.5 9.6 73.6 73.2
0.8 2 0.8 2.4 28.5 2.3 3014 0.7 3.8 2.9 7.9 50.7 38.4 16.2 9.5 73.5 73.1
0.7 2 0.8 2.5 29 2.3 3058 0.7 3.8 2.9 8 49.8 37.6 15.8 9.3 73.3 72.9
0.7 2 0.7 2.5 29.6 2.2 3117.4 0.7 3.7 2.9 8.3 49 36.9 15.6 9.2 73.3 72.9
0.7 2 0.7 2.5 30.2 2.2 3174 0.7 3.7 2.9 8.4 48 36.1 15.2 9 73.2 72.8
0.7 2 0.7 2.6 30.9 2.2 3239.7 0.7 3.7 2.9 8.7 47.1 35.3 14.8 8.9 73.2 72.7
0.7 2 0.7 2.6 31.6 2.1 3307.3 0.7 3.7 2.9 8.9 46 34.4 14.4 8.7 73.1 72.6
0.7 2 0.7 2.7 32.4 2.1 3376.3 0.7 3.6 2.9 9.1 44.9 33.4 14 8.5 73 72.5
0.7 2 0.7 2.7 33.2 2.1 3450 0.7 3.6 2.9 9.3 43.7 32.4 13.6 8.3 73 72.4
0.7 2 0.7 2.7 33.9 2.1 3509.9 0.7 3.6 2.9 9.5 42.5 31.4 13.1 8.2 72.8 72.2
0.7 2 0.7 2.8 34.5 2 3560.7 0.7 3.6 2.9 9.6 41.5 30.6 12.7 8 72.6 72
0.7 2 0.7 2.8 34.9 2 3595.8 0.6 3.5 2.9 9.7 40.6 29.9 12.3 7.9 72.5 71.8
0.7 2 0.7 2.8 35.2 2 3621.5 0.6 3.5 2.9 9.8 40 29.3 12 7.8 72.3 71.7
0.7 2 0.7 2.8 35.7 2 3655.7 0.6 3.5 2.9 9.8 38.5 28.3 11.4 7.5 71.9 71.3
0.7 1.9 0.7 1.8 16.1 1.8 1527.8 0.9 4.3 2.6 2.5 67.6 62 33.7 18.1 70.4 66.2
0.8 1.8 0.7 1.8 16.5 1.8 1577.3 0.9 4.3 2.7 2.7 68.9 62.8 34 18.3 71.7 67.6
0.8 1.8 0.8 1.8 16.7 1.8 1596.8 0.9 4.3 2.7 2.7 68.9 62.7 33.8 18.2 72.1 68.1
0.7 1.8 0.7 1.9 16.8 1.8 1610.8 0.9 4.3 2.7 2.8 68.9 62.6 33.6 18.1 72.3 68.2
0.8 1.8 0.8 1.9 16.9 1.9 1624.9 0.9 4.3 2.7 2.8 68.7 62.5 33.4 18 72.4 68.5
0.8 1.9 0.8 1.9 17.1 1.9 1655.3 0.9 4.3 2.7 2.8 69.1 62.5 33.3 17.9 73 69.1
0.8 1.9 0.7 1.9 17.4 1.9 1689.8 0.9 4.4 2.7 3 69.4 62.5 33.1 17.9 73.6 69.8
0.8 1.9 0.7 1.9 17.6 1.9 1710.5 0.9 4.4 2.7 3 69.3 62.3 32.9 17.8 73.9 70.1
0.8 1.9 0.7 1.9 17.7 2 1736.9 0.9 4.4 2.7 3.1 69.4 62.1 32.7 17.6 74.2 70.5
0.8 1.9 0.8 1.9 18 2 1775.6 0.9 4.4 2.7 3.3 69.8 62.1 32.5 17.5 74.8 71.2
0.8 1.9 0.8 2 18.2 2 1808.6 0.9 4.4 2.8 3.4 69.8 61.9 32.2 17.4 75.1 71.7
0.8 2 0.7 1.9 18.5 2.1 1855.2 0.9 4.4 2.8 3.7 70 61.6 31.9 17.2 75.6 72.4
0.8 1.9 0.8 2 18.7 2.1 1893.6 0.9 4.4 2.8 3.9 70.3 61.4 31.7 17 76 72.9
0.8 2 0.8 2 18.9 2.1 1928.7 0.9 4.4 2.8 4 70.1 61 31.3 16.8 76.2 73.2
0.8 2 0.8 2 19.1 2.1 1968.3 0.9 4.5 2.8 4.2 70.2 60.7 31 16.6 76.5 73.7
0.8 2 0.8 2 19.5 2.1 2022.2 0.9 4.5 2.8 4.5 70 60 30.6 16.3 76.8 74.1
0.8 2 0.8 2 19.8 2.1 2063.4 0.9 4.5 2.8 4.7 69.7 59.5 30.2 16.1 76.9 74.3
0.8 2 0.8 2.1 20.2 2.1 2114.7 0.9 4.4 2.8 4.9 69 58.4 29.4 15.7 76.9 74.4
0.8 2 0.8 2.1 20.8 2.1 2183.2 0.9 4.4 2.8 5.1 67.6 56.9 28.4 15.2 76.6 74.4
0.8 2 0.8 2.1 21.4 2.2 2249.5 0.9 4.3 2.8 5.3 66.2 55.2 27.2 14.6 76.3 74.3
0.8 2 0.8 2.1 22 2.2 2320.3 0.9 4.3 2.8 5.6 64.6 53.4 26 14 76 74.2
0.8 2 0.8 2.2 22.5 2.2 2380.3 0.8 4.2 2.8 5.8 63.5 52.1 25.1 13.6 75.8 74.1
0.8 2 0.8 2.2 23.3 2.2 2464.2 0.8 4.2 2.8 6.1 61.6 50.1 23.7 13 75.4 73.9
0.8 2 0.8 2.2 23.7 2.2 2517.6 0.8 4.1 2.8 6.3 60.5 48.7 22.8 12.5 75.1 73.9
0.8 2 0.8 2.2 24 2.2 2547 0.8 4.1 2.8 6.4 60 48.1 22.3 12.3 75.1 73.9
0.8 2 0.8 2.2 24.3 2.3 2586.9 0.8 4.1 2.8 6.6 59.3 47 21.6 11.9 74.9 73.9
0.8 2 0.8 2.3 24.6 2.3 2625.9 0.8 4 2.8 6.7 58.5 46.1 20.9 11.5 74.7 73.9
0.8 2 0.8 2.3 24.9 2.3 2663.8 0.8 4 2.8 6.9 57.7 45.1 20.2 11.2 74.5 73.8
0.8 2 0.8 2.3 25.1 2.3 2693.6 0.8 4 2.8 7 57.3 44.6 19.9 11 74.5 73.8
0.8 2 0.8 2.3 25.4 2.3 2730 0.8 4 2.8 7.1 56.5 43.7 19.3 10.7 74.3 73.8
0.8 2 0.8 2.3 25.7 2.3 2765.3 0.8 3.9 2.8 7.2 55.8 42.9 18.8 10.5 74.2 73.7
0.8 2 0.8 2.3 26 2.3 2791.4 0.8 3.9 2.8 7.3 55.5 42.6 18.6 10.4 74.2 73.8
0.8 2 0.8 2.3 26.3 2.3 2818.9 0.8 3.9 2.8 7.4 55 42.2 18.4 10.3 74.2 73.8
0.8 2 0.8 2.4 26.7 2.3 2856.3 0.7 3.9 2.8 7.5 54.2 41.4 17.9 10.1 74.1 73.7
0.8 2 0.8 2.4 27 2.3 2887 0.7 3.9 2.9 7.6 53.7 40.9 17.7 10 74 73.6
0.8 2 0.8 2.4 27.4 2.3 2919.5 0.7 3.9 2.9 7.7 53.1 40.4 17.4 9.9 74 73.6
0.8 2 0.8 2.4 27.8 2.3 2957.3 0.7 3.8 2.9 7.8 52.4 39.7 17 9.8 73.8 73.4
0.8 2 0.8 2.4 28.2 2.3 2994 0.7 3.8 2.9 7.9 51.7 39.2 16.7 9.6 73.8 73.3
0.8 2 0.8 2.5 28.7 2.2 3042.4 0.7 3.8 2.9 8.1 50.9 38.4 16.4 9.5 73.7 73.3
0.8 2 0.8 2.5 29.3 2.2 3098.4 0.7 3.8 2.9 8.3 50.1 37.8 16.1 9.4 73.7 73.2
0.7 2 0.8 2.5 29.9 2.2 3157.6 0.7 3.8 2.9 8.5 49.3 37.1 15.9 9.3 73.7 73.2
0.8 2 0.8 2.6 30.6 2.2 3221.2 0.7 3.8 2.9 8.7 48.3 36.2 15.5 9.1 73.6 73.1
0.8 2 0.7 2.6 31.2 2.1 3283.6 0.7 3.7 2.9 8.9 47.4 35.4 15.1 8.9 73.5 73
0.7 2 0.7 2.6 31.9 2.1 3346.7 0.7 3.7 2.9 9.1 46.3 34.4 14.7 8.8 73.4 72.9
0.7 2 0.7 2.7 32.6 2.1 3405.4 0.7 3.7 2.9 9.3 45.2 33.6 14.3 8.6 73.3 72.8
0.7 2 0.7 2.7 33.2 2.1 3458.9 0.7 3.7 2.9 9.5 44.2 32.7 13.9 8.4 73.2 72.6
0.7 2 0.7 2.7 33.7 2 3506 0.7 3.6 2.9 9.6 43.3 31.9 13.5 8.3 73 72.4
0.7 2 0.7 2.7 34.1 2 3532.6 0.7 3.6 2.9 9.6 42.5 31.3 13.1 8.2 72.9 72.3
0.7 2 0.7 2.8 34.4 2 3556.8 0.7 3.6 2.9 9.7 41.9 30.9 12.9 8.1 72.8 72.1
0.7 2 0.7 2.8 34.5 2 3567.6 0.7 3.6 2.9 9.7 41.5 30.5 12.7 8 72.6 72
0.7 1.8 0.7 1.9 16.3 1.8 1542.6 0.9 4.4 2.6 2.6 69.5 63.8 34.8 18.7 71.7 67.4
0.8 1.9 0.7 1.8 16.4 1.8 1568.4 0.9 4.4 2.7 2.6 69.9 63.9 34.8 18.6 72.3 68.1
0.8 1.9 0.7 1.9 16.6 1.8 1587.1 0.9 4.4 2.7 2.7 70 63.9 34.7 18.6 72.7 68.4
0.8 1.9 0.7 1.8 16.8 1.8 1600.5 0.9 4.4 2.7 2.7 69.9 63.8 34.5 18.5 72.9 68.6
0.8 1.8 0.8 1.9 16.8 1.9 1621.8 0.9 4.4 2.7 2.8 70.1 63.7 34.4 18.4 73.3 69.1
0.8 1.9 0.8 1.9 17 1.8 1650.9 0.9 4.4 2.7 2.9 70.5 63.8 34.2 18.4 73.8 69.8
0.8 1.9 0.8 1.9 17.2 1.9 1664.5 0.9 4.4 2.7 2.9 70.4 63.6 34 18.2 73.9 70
0.8 1.9 0.8 1.9 17.5 1.9 1704 0.9 4.4 2.7 3.1 70.6 63.6 33.8 18.2 74.5 70.6
0.8 1.9 0.8 1.9 17.6 1.9 1729.3 1 4.4 2.8 3.3 71.1 63.6 33.7 18 75 71.2
0.8 1.9 0.8 1.9 17.8 1.9 1768.1 0.9 4.5 2.8 3.4 71.2 63.4 33.5 17.9 75.5 71.8
0.8 1.9 0.8 2 18 2 1805.8 0.9 4.5 2.8 3.6 71.6 63.3 33.3 17.7 76 72.5
0.8 1.9 0.8 2 18.2 2 1843.3 0.9 4.5 2.8 3.8 71.9 63.2 33 17.6 76.4 73
0.8 2 0.8 2 18.5 2 1885.7 0.9 4.5 2.8 3.9 71.7 62.7 32.6 17.4 76.7 73.4
0.8 2 0.8 2 18.7 2.1 1924.6 0.9 4.5 2.8 4.2 71.9 62.4 32.4 17.2 77 73.9
0.8 2 0.8 2 18.9 2.1 1964.3 0.9 4.6 2.8 4.4 72 62 32 16.9 77.3 74.4
0.8 2 0.8 2 19.2 2.1 2002.7 0.9 4.5 2.8 4.6 71.7 61.5 31.6 16.7 77.4 74.6
0.8 2 0.8 2 19.5 2.1 2043.3 0.9 4.5 2.9 4.7 71.4 60.9 31.2 16.5 77.6 74.8
0.8 2 0.8 2.1 20 2.1 2098.7 0.9 4.5 2.8 4.9 70.4 59.9 30.5 16.2 77.5 74.9
0.8 2 0.8 2.1 20.5 2.1 2151.2 0.9 4.5 2.9 5.1 69.4 58.7 29.7 15.8 77.3 74.9
0.8 2 0.8 2.1 21 2.1 2206.5 0.9 4.4 2.8 5.3 68.3 57.4 28.8 15.3 77.1 74.8
0.8 2 0.8 2.1 21.7 2.1 2291.4 0.9 4.4 2.9 5.6 66.4 55.3 27.4 14.6 76.7 74.7
0.8 2 0.8 2.2 22.3 2.2 2363.3 0.9 4.3 2.8 5.8 64.9 53.4 26.1 14 76.3 74.5
0.8 2 0.8 2.2 22.9 2.2 2422.1 0.8 4.3 2.9 6 63.7 52.1 25.2 13.6 76.1 74.5
0.8 2 0.8 2.2 23.4 2.2 2490.4 0.8 4.2 2.8 6.3 62.2 50.4 24 13 75.8 74.3
0.8 2 0.8 2.2 23.7 2.2 2531.3 0.8 4.2 2.8 6.4 61.4 49.3 23.2 12.6 75.6 74.3
0.8 2 0.8 2.2 24 2.2 2561.2 0.8 4.1 2.9 6.6 60.9 48.6 22.8 12.4 75.5 74.3
0.8 2 0.8 2.3 24.3 2.2 2601.6 0.8 4.1 2.9 6.7 60.1 47.6 22 12 75.3 74.3
0.8 2 0.8 2.3 24.6 2.3 2640.9 0.8 4.1 2.9 6.9 59.3 46.6 21.3 11.7 75.1 74.3
0.8 2 0.8 2.3 24.9 2.3 2679.1 0.8 4.1 2.8 7 58.5 45.7 20.6 11.3 75 74.2
0.8 2 0.8 2.3 25.2 2.3 2715.8 0.8 4 2.8 7.2 57.8 44.8 20 11 74.8 74.2
0.8 2 0.8 2.3 25.5 2.3 2751.1 0.8 4 2.8 7.3 57 43.9 19.5 10.8 74.7 74.1
0.8 2 0.8 2.3 25.8 2.3 2780.7 0.8 4 2.9 7.4 56.5 43.4 19.1 10.6 74.6 74.1
0.8 2 0.8 2.3 26.1 2.3 2806.8 0.8 4 2.9 7.5 56.1 43 18.9 10.5 74.6 74.1
0.8 2 0.8 2.3 26.4 2.3 2838.7 0.8 4 2.9 7.6 55.4 42.4 18.6 10.4 74.5 74
0.8 2 0.8 2.4 26.7 2.3 2871.6 0.8 3.9 2.9 7.7 54.8 41.7 18.2 10.2 74.3 73.9
0.8 2 0.8 2.4 27.1 2.3 2902.2 0.8 3.9 2.9 7.8 54.2 41.2 18 10.1 74.3 73.9
0.8 2 0.8 2.4 27.4 2.3 2934.7 0.7 3.9 2.9 7.9 53.6 40.7 17.7 10 74.2 73.8
0.8 2 0.8 2.4 27.9 2.2 2978.6 0.7 3.9 2.9 8 52.8 40 17.3 9.8 74.1 73.7
0.8 2 0.8 2.5 28.4 2.2 3021.6 0.7 3.9 2.9 8.1 52.1 39.4 17.1 9.7 74.1 73.6
0.8 2 0.8 2.5 28.9 2.2 3077 0.7 3.8 2.9 8.3 51.4 38.7 16.8 9.6 74 73.6
0.8 2 0.8 2.5 29.5 2.2 3132.2 0.7 3.8 2.9 8.5 50.6 38.1 16.5 9.5 74 73.5
0.8 2 0.8 2.5 30.1 2.1 3191.2 0.7 3.8 2.9 8.7 49.7 37.2 16.1 9.3 73.9 73.5
0.8 2 0.8 2.6 30.7 2.1 3248.5 0.7 3.8 2.9 8.9 48.8 36.5 15.8 9.2 73.9 73.4
0.7 2 0.7 2.6 31.4 2.1 3304.6 0.7 3.8 2.9 9.1 47.8 35.7 15.4 9 73.8 73.3
0.8 2 0.7 2.6 32 2.1 3359.4 0.7 3.7 2.9 9.3 46.8 34.8 15 8.8 73.7 73.1
0.7 2 0.7 2.7 32.5 2.1 3407.7 0.7 3.7 2.9 9.4 45.9 34 14.6 8.7 73.6 73
0.7 2 0.7 2.7 32.9 2.1 3443.9 0.7 3.7 2.9 9.5 45.1 33.4 14.3 8.6 73.4 72.8
0.7 2 0.7 2.7 33.3 2 3475 0.7 3.7 2.9 9.6 44.3 32.7 13.9 8.4 73.2 72.7
0.7 2 0.7 2.7 33.5 2 3492.3 0.7 3.6 2.9 9.6 43.7 32.3 13.7 8.4 73.1 72.5
0.7 2 0.7 2.7 33.7 2 3508.4 0.7 3.6 2.9 9.6 43.3 31.9 13.5 8.3 73 72.4
0.8 1.8 0.8 1.9 16.3 1.7 1541.3 1 4.4 2.7 2.7 70.8 65.1 35.8 19.1 72.6 68.1
0.8 1.9 0.7 1.8 16.4 1.7 1559.4 1 4.4 2.7 2.7 71 65.1 35.7 19 73 68.5
0.8 1.9 0.7 1.9 16.6 1.8 1577.2 1 4.4 2.7 2.7 71 65.1 35.6 19 73.3 68.9
0.8 1.9 0.7 1.9 16.7 1.8 1598 0.9 4.5 2.7 2.8 71.3 65.2 35.5 18.9 73.7 69.3
0.8 1.9 0.7 1.9 16.8 1.8 1618.3 0.9 4.5 2.7 2.9 71.5 65.1 35.4 18.8 74 69.8
0.8 1.9 0.8 1.9 16.9 1.8 1631.7 1 4.5 2.7 2.9 71.5 64.9 35.1 18.8 74.2 69.9
0.8 1.9 0.7 1.9 17.1 1.9 1659.7 1 4.5 2.8 3 71.7 64.9 34.9 18.6 74.7 70.5
0.8 1.9 0.7 1.9 17.3 1.9 1697.7 0.9 4.5 2.7 3.1 72.1 64.9 34.8 18.6 75.2 71.3
0.8 1.9 0.8 1.9 17.4 1.9 1723.1 1 4.5 2.8 3.3 72.5 64.9 34.7 18.5 75.7 71.8
0.8 1.9 0.8 1.9 17.6 1.9 1760 0.9 4.6 2.8 3.5 72.9 64.8 34.5 18.3 76.2 72.5
0.8 1.9 0.8 2 17.9 2 1803.4 0.9 4.6 2.8 3.7 73.3 64.7 34.3 18.1 76.8 73.2
0.8 1.9 0.8 2 18 2 1835.8 1 4.6 2.8 3.8 73.3 64.4 34 18 77 73.6
0.8 2 0.8 2 18.2 2 1873.4 1 4.6 2.8 4.1 73.6 64.2 33.7 17.8 77.4 74.1
0.8 2 0.8 2 18.5 2 1921 1 4.6 2.8 4.3 73.5 63.7 33.3 17.5 77.8 74.6
0.8 2 0.8 2 18.6 2 1946.8 1 4.6 2.9 4.4 73.6 63.4 33.1 17.4 77.9 74.9
0.8 2 0.8 2 19 2.1 1996.3 0.9 4.6 2.8 4.6 73.1 62.7 32.5 17.1 78.1 75.2
0.8 2 0.8 2 19.4 2.1 2034.9 0.9 4.6 2.9 4.8 72.5 62 32 16.8 78.1 75.3
0.8 2 0.8 2.1 19.7 2.1 2076.1 0.9 4.6 2.9 4.9 71.9 61.2 31.5 16.6 78 75.3
0.8 2 0.8 2.1 20.1 2.1 2119.5 0.9 4.6 2.9 5.1 71.1 60.4 30.9 16.3 78 75.4
0.8 2 0.8 2.1 20.8 2.1 2190 0.9 4.5 2.9 5.3 69.7 58.8 29.8 15.8 77.7 75.3
0.8 2 0.8 2.1 21.3 2.1 2247.2 0.9 4.5 2.9 5.5 68.5 57.4 28.9 15.4 77.5 75.2
0.8 2 0.8 2.2 21.9 2.1 2317.3 0.9 4.4 2.9 5.8 67 55.6 27.7 14.7 77.1 75.1
0.8 2 0.8 2.2 22.5 2.2 2389.5 0.9 4.3 2.9 6 65.4 53.8 26.4 14.1 76.8 75
0.8 2 0.8 2.2 23.1 2.2 2461.5 0.8 4.3 2.9 6.3 63.9 52.2 25.3 13.6 76.5 74.8
0.8 2 0.8 2.2 23.4 2.2 2502.9 0.8 4.3 2.9 6.4 63.1 51 24.5 13.2 76.3 74.8
0.8 2 0.8 2.2 23.7 2.2 2544.1 0.8 4.2 2.9 6.6 62.2 49.9 23.7 12.8 76 74.8
0.8 2 0.8 2.2 24 2.2 2584.8 0.8 4.2 2.9 6.8 61.4 48.8 22.9 12.4 75.9 74.7
0.8 2 0.8 2.3 24.3 2.2 2624.4 0.8 4.2 2.9 6.9 60.6 47.8 22.2 12 75.7 74.7
0.8 2 0.8 2.3 24.6 2.3 2662.8 0.8 4.1 2.9 7.1 59.8 46.8 21.5 11.6 75.5 74.7
0.8 2 0.8 2.3 24.9 2.3 2699.8 0.8 4.1 2.9 7.2 59.1 45.9 20.8 11.3 75.3 74.6
0.8 2 0.8 2.3 25.2 2.3 2728.9 0.8 4.1 2.9 7.3 58.5 45.3 20.4 11.2 75.2 74.6
0.8 2 0.8 2.3 25.5 2.3 2764 0.8 4 2.9 7.4 57.8 44.4 19.9 10.9 75 74.5
0.8 2 0.8 2.3 25.8 2.3 2793.4 0.8 4 2.9 7.5 57.2 43.8 19.5 10.7 74.9 74.4
0.8 2 0.8 2.3 26.1 2.3 2819.2 0.8 4 2.9 7.6 56.7 43.4 19.3 10.6 74.9 74.4
0.8 2 0.8 2.4 26.4 2.3 2850.9 0.8 4 2.9 7.7 56 42.8 18.9 10.5 74.8 74.3
0.8 2 0.8 2.4 26.8 2.2 2883.4 0.8 4 2.9 7.8 55.3 42.1 18.5 10.3 74.6 74.2
0.8 2 0.8 2.4 27.1 2.2 2919.7 0.8 4 2.9 7.9 54.8 41.7 18.3 10.2 74.6 74.2
0.8 2 0.8 2.4 27.6 2.2 2961.3 0.8 3.9 2.9 8.1 54.1 41 18 10.1 74.5 74.1
0.8 2 0.8 2.4 28 2.2 3008.5 0.8 3.9 2.9 8.2 53.5 40.5 17.8 10 74.5 74.1
0.8 2 0.8 2.5 28.6 2.2 3058.1 0.7 3.9 2.9 8.4 52.9 39.9 17.6 9.9 74.5 74
0.8 2 0.8 2.5 29.1 2.2 3112.5 0.7 3.9 2.9 8.6 52 39.1 17.2 9.7 74.5 74
0.8 2 0.8 2.5 29.7 2.1 3164.8 0.7 3.9 2.9 8.8 51.2 38.5 16.9 9.6 74.4 73.9
0.8 2 0.8 2.6 30.2 2.1 3211.8 0.7 3.9 2.9 8.9 50.2 37.6 16.5 9.4 74.2 73.7
0.8 2 0.8 2.6 30.8 2.1 3262.8 0.7 3.8 2.9 9.1 49.4 36.9 16.2 9.3 74.2 73.6
0.8 2 0.8 2.6 31.3 2.1 3310.9 0.7 3.8 2.9 9.2 48.5 36.1 15.8 9.1 74.1 73.5
0.8 2 0.8 2.6 31.8 2.1 3356.3 0.7 3.8 2.9 9.4 47.6 35.4 15.4 9 73.9 73.3
0.8 2 0.7 2.7 32.2 2.1 3383.4 0.7 3.8 2.9 9.4 46.8 34.7 15.1 8.9 73.7 73.2
0.8 2 0.7 2.7 32.5 2.1 3412.5 0.7 3.7 2.9 9.5 46 34.1 14.7 8.7 73.6 73
0.7 2 0.7 2.7 32.7 2 3428.6 0.7 3.7 2.9 9.5 45.5 33.7 14.5 8.6 73.4 72.8
0.7 2 0.7 2.7 32.9 2 3443.6 0.7 3.7 2.9 9.5 45.1 33.4 14.3 8.6 73.3 72.7
0.8 1.8 0.8 1.8 16.2 1.7 1532.7 1 4.5 2.7 2.6 71.9 66.3 36.7 19.5 73.3 68.6
