typicalFacadeGlazingRatio typicalFacadeWindowWidth groundFacadeGlazingRatio groundFacadeWindowWidth buildingDepth balconyWidth atriumArea aspectRatio groundFloorHeight typicalfloorHeight numberLevels groundSDA firstSDA groundASE firstASE groundViewPercentage firstViewPercentage
0.4 1.1 0.3 1.3 5.9 1.1 685.7 0.9 2.6 1.3 2.4 39.3 34.1 19.5 9.9 35.4 33.4
0.4 1.3 0.4 0.9 6.4 0.8 690.2 1 2.9 1.4 2.5 39.6 34.5 20.1 9.7 35.2 33.7
0.5 0.8 0.9 1.2 6 1.2 695.6 0.7 2.6 1.5 2.3 39.5 34.5 19.9 9.7 35.9 33.9
0.9 1.4 0.5 0.9 6.2 0.8 701.1 1.1 2.5 1.5 2.4 39.8 35.2 20.2 9.8 36.2 34
0.8 1.2 0.8 0.8 6.1 1.2 706.2 1 2.6 1.7 2.7 40.5 35.3 20.3 10.1 36.5 34.6
0.9 1 0.8 1.2 6.7 1 711.2 0.9 2.9 1.5 2.3 40.6 35.5 20.3 9.8 36.5 34.7
0.6 1.1 0.9 1.2 6.7 0.6 717 0.8 2.4 1.6 2.3 40.9 35.8 20.6 10.4 36.6 35.1
0.7 1.4 0.9 1.3 6.7 1.2 722.5 0.7 2.6 1.6 2.6 41.3 36.2 21.1 10.5 37 35.3
0.8 0.9 0.9 1 6.3 0.8 727.7 0.7 3 1.4 2.8 41.5 36.2 20.9 10.2 37.2 35.4
0.6 0.9 0.6 1.4 6.7 0.9 733.3 0.7 2.9 1.6 2.4 42.2 36.5 21.4 10.3 38 35.7
0.6 1.3 0.5 1.2 6.7 1.1 739.4 0.9 3 1.7 2.8 42.6 37.1 21.3 10.4 37.9 35.7
0.6 1.3 0.9 0.9 6.6 1 745.1 0.6 2.8 1.7 2.9 42.5 37.3 21.5 10.6 38.2 36.3
0.8 1.2 0.9 0.9 7 0.8 750.8 0.7 3 1.7 2.5 42.8 37.7 21.6 10.9 38.7 36.2
0.6 1.2 0.4 1.2 6.7 0.7 756.7 0.8 2.7 1.4 2.9 43.2 37.6 21.8 10.7 39 36.5
0.8 1.3 0.6 1 6.9 1 762.6 1 2.8 1.9 2.7 43.8 38.2 22.1 10.6 39.3 37.1
0.4 0.9 0.6 0.9 6.9 0.9 768.7 0.9 3 1.5 2.8 44.2 38.5 22.2 11.2 39.6 37.5
0.7 1 0.5 1.4 7.3 1.2 774.9 1.1 3.1 1.4 3 44.4 38.8 22.5 11.2 39.9 37.6
0.6 1 0.5 1.4 6.9 0.8 781.2 0.9 3.1 1.6 2.8 44.9 39.2 22.7 11.2 40 38.2
1 1.4 0.6 1.3 6.9 0.7 787.3 0.7 3 1.6 2.8 45.3 39.2 22.9 11.4 40.4 38.1
0.4 1.3 0.6 1.3 7 1.2 793.5 0.8 2.8 1.7 2.5 45.2 39.5 23 11.2 40.8 38.7
0.7 1.4 0.5 1.4 7.1 0.8 800.1 1 3.1 1.9 2.7 46 40.1 23.4 11.6 41.2 38.9
0.7 1.4 0.8 1 7.4 1.2 806.3 0.8 3.2 1.7 2.9 46 40.3 23.7 11.3 41.4 39.2
0.4 1.5 0.5 1.1 7.5 1 813.2 1.1 3.1 1.5 2.6 46.6 40.8 23.8 11.4 41.9 39.6
0.9 1.2 0.8 1.2 7.6 1.2 819.4 0.9 3 1.9 2.6 47 40.9 24 11.5 42.2 39.6
0.8 1.4 0.6 1 7.6 0.9 826.1 0.7 2.9 1.9 2.6 47.5 41.2 24.1 11.8 42.6 40.4
0.5 1.3 0.7 1.5 7.3 0.8 832.9 1.1 3.1 1.8 3 47.7 41.7 24.1 12.1 42.7 40.6
0.5 1.1 0.5 1.2 7.4 0.8 840.1 0.8 3.3 1.5 3.1 48.3 42 24.3 12 43 40.8
0.8 1.2 0.8 1 7.7 1.1 846.8 0.8 3.1 1.9 2.8 48.7 42.6 24.7 12 43.8 41.2
0.7 1 0.7 1.2 7.9 1 854.1 0.9 3.1 1.6 2.7 48.9 42.6 24.8 12 44 41.8
0.7 1.2 0.5 1.3 7.7 1.1 861.1 0.7 3.3 1.7 2.9 49.5 43 25 12.4 44.6 42.1
0.8 1.2 0.7 1 7.9 1.3 868.3 0.9 3.1 1.9 2.8 49.6 43.5 25.2 12.2 44.7 42.4
0.5 1.5 0.7 1.4 7.7 1 881.5 0.8 3.1 1.6 3 50.6 44 25.6 12.5 45.3 42.6
0.8 1.4 0.8 1.5 8.3 0.9 905.2 0.7 3.1 1.6 3.1 50.9 44.6 25.6 12.6 46.1 43.4
0.6 1.4 0.6 1.1 8.4 0.8 923.4 1 3.3 2 3.1 51.7 45.3 26.3 13 46.8 43.9
0.7 1.2 0.7 1.5 8.3 1.1 930.4 1 3.6 1.8 2.9 51.8 45.6 26.1 12.7 47.1 44.2
0.6 1.4 0.5 1.1 8.5 1.1 959.6 0.8 3.3 1.9 3.3 52.5 45.8 26.4 13.2 47.8 45.1
0.8 1.1 0.9 1.3 8.8 0.9 988.6 0.8 3.5 2 3.4 53.1 46.5 26.9 13.1 48.5 46.1
0.8 1.2 0.7 1.2 8.9 1.2 996.1 1 3.6 1.8 3.2 53.5 47 27 13.3 49.1 46.3
0.7 1.2 0.7 1.4 9.1 1.1 1014.6 1 3.5 1.7 3.2 54.1 47.3 27.3 13.4 49.8 46.7
0.7 1.3 0.8 1.2 9.2 1 1021.8 1 3.4 1.8 3.4 54.7 47.8 27.4 13.5 50.2 47.1
0.7 1.3 0.8 1.3 9.5 1.2 1045.7 0.9 3.6 2.1 3.3 54.9 48.2 27.8 13.9 50.7 48
0.9 1.5 0.8 1.4 9.4 1.2 1052.8 1.1 3.7 1.9 3.2 55.7 48.7 28.1 14 51.2 48.2
0.6 1.2 0.6 1.6 9.6 1.2 1076.3 1 3.7 2 3.2 56.3 49.3 28.3 14.1 51.8 48.9
0.7 1.4 0.5 1.6 9.8 1.1 1083.9 0.9 3.6 2 3.5 56.7 49.4 28.7 14.1 52.2 49.3
0.6 1.5 0.6 1.5 10.2 1 1107.1 1.1 3.6 1.9 3.4 57.1 49.9 28.9 14.2 53 50.1
0.7 1.4 0.7 1.4 10.3 1.2 1114.4 0.9 3.7 2 3.6 57.9 50.6 29.1 14.4 53.4 50.5
0.7 1.3 0.5 1.4 10.5 1 1137.2 0.8 3.9 2 3.5 58.2 51 29.4 14.4 54 51.2
0.8 1.3 0.8 1.6 10.4 1 1144.6 0.9 3.6 2.3 3.8 59 51.6 29.6 14.7 54.7 51.6
0.7 1.4 0.7 1.3 10.7 1.1 1166.9 0.9 3.9 2.1 3.5 59.2 51.8 29.9 14.8 55.4 52.1
0.9 1.4 0.8 1.6 10.9 1 1174.2 0.8 3.8 2 3.6 59.7 52.3 30.2 15 55.8 52.8
0.6 1.6 0.8 1.5 10.8 1.3 1191.6 1 3.8 2.2 3.7 60.3 52.7 30.3 15 56.2 53.2
0.8 1.4 0.6 1.6 11 1.1 1198.8 0.8 3.7 2.3 3.8 60.7 53.5 30.8 15.2 56.7 53.5
0.8 1.5 0.8 1.6 11.3 1.2 1215.7 0.8 3.9 2.1 3.9 61.4 53.8 31.1 15.5 57.4 54.1
0.6 1.5 0.7 1.4 11.4 1.3 1227.4 0.9 4.1 2.4 3.9 61.9 54.4 31.4 15.3 58 54.7
0.9 1.7 0.7 1.4 11.5 1.3 1243.9 1 4.1 2.3 3.9 62.4 54.8 31.3 15.7 58.4 55.1
0.8 1.6 0.9 1.4 11.7 1.3 1260.7 0.9 3.8 2.2 3.7 62.9 55.4 31.7 15.9 59 55.7
0.6 1.7 0.7 1.5 11.7 1.3 1271.4 1 4.1 2.4 4 63.3 55.7 32.2 15.8 59.5 56.1
0.7 1.4 0.6 1.7 12.1 1.1 1295.7 1.1 4.1 2.2 4 63.8 56.1 32.2 16.2 60.3 57
0.9 1.6 0.8 1.7 12 1.1 1306 1 4 2.4 4 64.5 56.8 32.5 16 60.8 57.5
0.7 1.6 0.8 1.7 12.2 1.4 1321.7 1.1 4.2 2.3 3.9 65 57.3 32.8 16.2 61.3 57.9
0.6 1.5 0.7 1.5 12.5 1.2 1331.4 0.9 4.3 2.2 3.9 65.5 57.8 33.1 16.6 61.9 58.4
0.6 1.5 0.6 1.7 12.7 1.4 1357.3 0.9 4.2 2.3 4 66.1 58.1 33.1 16.7 62.7 59
0.8 1.6 0.8 1.6 12.7 1.3 1363 1 4.2 2.4 3.9 66.5 58.7 33.6 16.8 63.1 59.5
0.8 1.7 0.7 1.7 12.8 1.3 1377.3 1.1 4.2 2.4 4.1 66.9 59 33.9 16.9 63.6 60.1
0.7 1.5 0.8 1.8 13 1.3 1385.4 1 4.3 2.3 3.9 67.3 59.6 34.1 16.9 64 60.3
0.8 1.5 0.8 1.7 13.1 1.2 1405.7 1 4.4 2.3 3.9 67.8 60 34.3 17.2 64.7 60.9
0.8 1.6 0.9 1.7 13.3 1.3 1410.5 1 4.4 2.4 4 68.5 60.5 34.7 17.4 65 61.4
0.7 1.7 0.8 1.7 13.4 1.2 1429.7 1 4.4 2.4 3.9 68.6 60.8 34.7 17.4 65.6 61.9
0.7 1.7 0.7 1.7 13.6 1.4 1437 0.9 4.4 2.5 4.1 69.2 61.4 34.9 17.5 66 62.3
0.7 1.6 0.7 1.8 13.7 1.3 1449.3 0.9 4.5 2.5 4.1 69.6 61.6 35.3 17.8 66.7 62.7
0.8 1.6 0.8 1.8 13.8 1.4 1456.1 1 4.4 2.4 4.1 70.2 62.1 35.5 17.9 67.2 63.1
0.7 1.7 0.7 1.8 14 1.3 1467.8 1 4.5 2.6 4.1 70.6 62.5 35.7 18.1 67.6 63.6
0.8 1.6 0.7 1.8 14.1 1.3 1471 1 4.6 2.4 4 71 63.2 36.1 18.1 67.9 63.9
0.8 1.7 0.8 1.7 14.2 1.5 1484.6 1 4.5 2.6 3.9 71.4 63.4 36.2 18.2 68.5 64.3
0.9 1.7 0.8 1.8 14.2 1.3 1487.6 1 4.6 2.5 4 71.9 63.9 36.7 18.5 68.8 64.7
0.9 1.7 0.7 1.8 14.4 1.3 1497.7 1 4.5 2.5 3.9 72.2 64.5 36.9 18.6 69.2 65.1
0.8 1.7 0.8 1.8 14.5 1.3 1502.5 1.1 4.6 2.6 4 72.7 64.9 37.2 18.7 69.8 65.4
0.7 1.7 0.8 1.9 14.5 1.4 1514.3 1 4.5 2.6 4.1 73 65.2 37.5 18.8 70.1 65.8
0.7 1.7 0.7 1.8 14.7 1.3 1516.1 1.1 4.7 2.5 4 73.5 65.8 37.7 19.1 70.4 66.2
0.9 1.8 0.8 1.8 14.8 1.3 1527 1.1 4.7 2.6 4 73.7 66.1 38 19.1 70.9 66.5
0.7 1.7 0.8 1.8 14.8 1.3 1530.4 1 4.6 2.6 3.9 74.1 66.4 38.2 19.3 71.2 66.8
0.7 1.8 0.8 1.7 15 1.3 1538.3 1.1 4.6 2.7 3.9 74.4 66.8 38.4 19.4 71.5 67.1
0.7 1.7 0.7 1.8 15.1 1.4 1541.3 1 4.6 2.7 4 74.7 67.2 38.6 19.5 71.9 67.3
0.9 1.8 0.8 1.9 15.2 1.4 1552.3 1.1 4.8 2.6 4 74.8 67.3 38.8 19.6 72.2 67.6
0.8 1.7 0.8 1.9 15.2 1.5 1554.6 1.1 4.7 2.6 3.9 75.2 67.8 38.9 19.7 72.5 67.9
0.8 1.8 0.7 1.8 15.4 1.3 1563.2 1 4.8 2.6 3.9 75.3 67.9 39 19.8 72.8 68.1
0.9 1.7 0.7 1.9 15.4 1.4 1565 1.1 4.8 2.6 3.8 75.7 68.2 39.2 20 73 68.3
0.8 1.8 0.8 1.9 15.5 1.3 1565.1 1 4.7 2.7 3.9 75.9 68.6 39.4 20 73.3 68.6
0.8 1.9 0.8 1.9 15.6 1.4 1571.5 1.1 4.8 2.7 3.9 76 68.9 39.6 20.2 73.6 68.7
0.8 1.8 0.7 1.9 15.5 1.3 1573 1 4.7 2.6 3.8 76.2 69.1 39.7 20.3 73.7 68.9
0.8 1.8 0.7 1.9 15.7 1.4 1579.2 1 4.8 2.6 3.8 76.3 69.2 39.9 20.4 74 69
0.8 1.8 0.7 1.9 15.7 1.5 1580.8 1 4.8 2.7 3.9 76.4 69.3 40 20.4 74.1 69.1
0.8 1.8 0.8 1.9 15.8 1.4 1586.8 1.1 4.7 2.8 3.9 76.4 69.4 39.9 20.4 74.1 69.2
0.8 1.8 0.7 1.9 15.9 1.4 1587.1 1 4.8 2.7 3.8 76.5 69.5 40 20.5 74.3 69.3
0.9 1.8 0.7 1.9 15.9 1.4 1593.2 1 4.8 2.7 3.9 76.4 69.5 40 20.4 74.2 69.3
0.8 1.8 0.8 1.9 16 1.4 1593.8 1.1 4.8 2.7 3.9 76.3 69.4 40 20.4 74.3 69.4
0.8 1.8 0.8 1.9 16 1.4 1600 1 4.8 2.7 3.8 76.1 69.3 39.9 20.4 74.3 69.3
0.9 1.8 0.7 1.9 16 1.4 1600.9 1 4.7 2.8 3.8 76.1 69.2 39.8 20.4 74.1 69.2
0.8 1.8 0.7 1.9 16 1.5 1607.3 1 4.8 2.8 3.8 75.7 68.9 39.7 20.3 74.1 69.2
0.8 1.8 0.8 1.9 16.1 1.4 1608.7 1 4.7 2.7 3.9 75.5 68.7 39.4 20.3 73.9 69.1
0.8 1.9 0.8 2 16.2 1.4 1610.3 1.1 4.7 2.7 3.8 75.3 68.4 39.2 20.1 73.7 68.9
0.8 1.9 0.7 1.8 16.1 1.4 1611.9 1 4.8 2.7 3.8 74.9 68.1 39.1 20 73.5 68.8
0.8 1.8 0.7 1.9 16.2 1.4 1613.7 1 4.7 2.6 3.8 74.6 67.7 38.8 19.9 73.3 68.6
0.8 1.9 0.8 1.9 16.2 1.5 1615.7 1 4.6 2.6 3.9 74.2 67.3 38.6 19.8 73.1 68.3
0.8 1.8 0.8 1.9 16.2 1.5 1617.6 1.1 4.7 2.6 3.8 73.8 66.8 38.3 19.7 72.8 68.1
0.8 1.8 0.7 1.8 16.2 1.5 1619.7 1 4.7 2.6 3.9 73.3 66.3 38 19.5 72.6 67.9
0.8 1.8 0.8 1.9 16.2 1.4 1621.9 1.1 4.6 2.7 3.9 72.8 65.8 37.6 19.3 72.1 67.6
0.9 1.8 0.8 1.8 16.2 1.4 1624.1 1 4.5 2.6 4 72.3 65.3 37.2 19.1 71.8 67.3
0.8 1.7 0.7 1.9 16.3 1.5 1626.3 1 4.6 2.6 3.9 71.8 64.8 36.9 19 71.4 67
0.8 1.8 0.7 1.9 16.3 1.5 1628.6 1 4.5 2.7 4 71.2 64.3 36.5 18.7 71.1 66.7
0.9 1.7 0.7 1.8 16.1 1.5 1630.7 1.1 4.5 2.5 3.9 70.6 63.6 36.1 18.5 70.7 66.4
0.8 1.8 0.8 1.9 16.2 1.5 1633 1 4.5 2.5 4 70 63.1 35.7 18.3 70.3 66.1
0.9 1.8 0.7 1.9 16.2 1.4 1635.2 1 4.4 2.6 4 69.5 62.3 35.2 18.2 70 65.8
0.8 1.8 0.8 1.9 16.2 1.5 1637.4 1 4.4 2.6 4 68.9 61.8 34.9 18 69.6 65.4
0.9 1.7 0.8 1.8 16.3 1.4 1639.6 0.9 4.3 2.5 4.1 68.3 61.1 34.4 17.9 69.2 65.2
0.8 1.7 0.7 1.9 16.3 1.5 1641.7 1.1 4.3 2.6 4.1 67.6 60.6 34 17.5 68.8 64.7
0.7 1.7 0.8 1.9 16.3 1.5 1643.8 0.9 4.4 2.6 4.1 67 59.9 33.7 17.4 68.4 64.5
0.8 1.8 0.7 1.8 16.2 1.5 1645.9 0.9 4.3 2.6 4.1 66.5 59.4 33.4 17.2 68 64.1
0.8 1.8 0.7 1.8 16.3 1.6 1647.9 0.9 4.3 2.5 4.1 66 58.8 32.8 17 67.6 63.9
0.8 1.7 0.7 1.8 16.3 1.5 1649.9 0.9 4.2 2.6 4.1 65.3 58.1 32.5 16.7 67.3 63.4
0.8 1.8 0.7 1.8 16.3 1.4 1652.1 0.9 4.2 2.5 4.2 64.8 57.6 32.1 16.6 66.9 63.2
0.7 1.7 0.8 1.9 16.3 1.4 1654 0.9 4.2 2.4 4.1 64.1 57 31.7 16.5 66.5 62.9
0.7 1.7 0.7 1.8 16.2 1.4 1656 0.9 4.1 2.4 4 63.6 56.3 31.3 16.3 66.1 62.5
0.8 1.7 0.8 1.8 16.4 1.5 1658 0.9 4.1 2.6 4 63.1 55.7 31 16 65.7 62.2
0.7 1.8 0.8 1.8 16.2 1.5 1660 0.9 4.1 2.4 4.1 62.5 55.3 30.7 15.9 65.4 61.9
0.7 1.6 0.7 1.8 16.3 1.4 1662.1 0.9 4 2.4 4.1 62 54.7 30.1 15.8 64.9 61.7
0.9 1.6 0.8 1.9 16.3 1.6 1664 1 4 2.5 4.2 61.4 54.1 29.9 15.5 64.7 61.4
0.8 1.6 0.7 1.9 16.5 1.6 1666.1 0.8 4 2.4 4.1 60.9 53.7 29.6 15.4 64.3 61.1
0.7 1.7 0.6 1.8 16.4 1.5 1668.2 0.9 4 2.4 4 60.4 53.1 29.1 15.3 64 60.8
0.7 1.7 0.7 1.8 16.3 1.5 1670.1 0.9 4 2.5 4.1 59.8 52.6 28.8 15 63.6 60.5
0.8 1.7 0.8 1.8 16.3 1.6 1672.3 0.8 3.9 2.4 4.2 59.4 52 28.5 14.8 63.3 60.2
0.8 1.7 0.8 1.8 16.5 1.5 1674.5 0.9 4 2.4 4.2 58.8 51.5 28.2 14.8 63 60.1
0.8 1.6 0.7 1.7 16.4 1.6 1676.4 0.8 3.9 2.3 4.2 58.3 51.1 27.7 14.7 62.8 59.7
0.9 1.7 0.7 1.7 16.6 1.5 1678.6 1 3.7 2.4 4.2 57.9 50.6 27.4 14.5 62.4 59.4
0.7 1.8 0.7 1.7 16.4 1.4 1681 0.8 3.7 2.3 4.1 57.4 50.2 27.2 14.4 62.1 59.3
0.9 1.5 0.6 1.9 16.6 1.6 1683.1 0.8 3.7 2.4 4.1 56.9 49.8 27 14.2 61.9 58.9
0.8 1.7 0.7 1.7 16.6 1.5 1685.4 0.9 3.8 2.3 4.3 56.5 49.3 26.7 14.1 61.5 58.8
0.7 1.7 0.6 1.8 16.5 1.4 1687.6 0.7 3.7 2.4 4.2 55.9 48.9 26.2 13.9 61.3 58.5
0.7 1.7 0.6 1.8 16.5 1.6 1690.1 0.8 3.8 2.4 4.2 55.6 48.4 26 13.7 61.1 58.2
0.8 1.7 0.7 1.9 16.6 1.6 1692.3 0.8 3.7 2.4 4.3 55.2 47.9 25.6 13.6 60.9 58.1
0.7 1.7 0.6 1.7 16.7 1.5 1694.9 0.8 3.7 2.4 4.3 54.7 47.6 25.4 13.4 60.5 57.9
0.8 1.7 0.8 1.8 16.8 1.5 1697.2 0.8 3.7 2.4 4.3 54.4 47.3 25.2 13.2 60.3 57.6
0.6 1.6 0.8 1.9 16.7 1.5 1699.6 0.9 3.5 2.3 4.2 54 46.9 25 13.2 60 57.5
0.7 1.7 0.6 1.7 16.7 1.7 1702.1 0.9 3.5 2.4 4.3 53.6 46.5 24.5 13.2 59.9 57.3
0.6 1.5 0.7 1.8 16.6 1.6 1704.9 0.9 3.7 2.4 4.3 53.2 46.1 24.3 13 59.6 57.1
0.7 1.6 0.7 1.7 16.8 1.6 1707.4 0.9 3.6 2.4 4.2 52.7 45.6 24.1 12.9 59.5 57
0.7 1.6 0.8 1.9 16.7 1.5 1709.9 0.8 3.6 2.2 4.2 52.4 45.3 23.9 12.7 59.2 56.8
0.8 1.6 0.6 1.7 16.9 1.6 1712.6 0.9 3.6 2.4 4.2 52.1 45 23.7 12.5 59 56.6
0.7 1.5 0.7 1.7 16.7 1.5 1715.2 0.9 3.7 2.3 4.2 51.7 44.6 23.4 12.7 58.9 56.5
0.7 1.6 0.8 1.7 17 1.7 1717.8 0.7 3.5 2.3 4.2 51.4 44.4 23.2 12.4 58.7 56.4
0.8 1.6 0.6 1.7 17 1.5 1720.5 0.8 3.5 2.2 4.1 51 43.9 23 12.4 58.6 56.3
0.8 1.7 0.7 1.7 17 1.5 1723.1 0.7 3.5 2.3 4.3 50.6 43.6 22.8 12.2 58.3 56
0.6 1.7 0.8 1.8 17 1.5 1725.8 0.9 3.4 2.3 4.1 50.5 43.3 22.7 12 58.1 56
0.8 1.6 0.7 1.9 16.9 1.5 1728.7 0.7 3.4 2.3 4.3 50 43 22.3 12 58 55.9
0.7 1.7 0.6 1.8 17 1.6 1731.2 0.8 3.4 2.3 4.1 49.7 42.7 22.2 12.1 57.8 55.5
0.6 1.6 0.6 1.8 17.2 1.7 1734.1 0.7 3.4 2.3 4.3 49.5 42.5 21.8 12 57.5 55.4
0.8 1.5 0.6 1.8 17.1 1.5 1736.6 0.8 3.4 2.2 4.3 49.1 42.3 21.8 11.9 57.5 55.3
0.7 1.6 0.7 1.7 17.1 1.5 1739.4 0.7 3.5 2.3 4.3 49 42 21.5 11.6 57.4 55.1
0.6 1.6 0.6 1.8 17.2 1.6 1742 0.7 3.3 2.2 4.3 48.5 41.6 21.5 11.7 57.3 55.1
0.8 1.6 0.8 1.9 17.2 1.5 1744.8 0.7 3.4 2.2 4.2 48.3 41.4 21.2 11.6 57 55.1
0.8 1.5 0.6 1.8 17.3 1.6 1747.3 0.7 3.5 2.3 4.3 47.9 41 21 11.5 56.8 54.9
0.8 1.7 0.6 1.7 17.3 1.6 1749.9 0.7 3.4 2.3 4.3 47.8 40.8 20.8 11.5 56.9 54.8
0.6 1.7 0.7 1.8 17.4 1.8 1752.5 0.8 3.3 2.2 4.1 47.5 40.5 20.7 11.3 56.6 54.6
0.8 1.5 0.6 1.8 17.2 1.7 1755.1 0.7 3.2 2.3 4.2 47.3 40.3 20.3 11.3 56.4 54.7
0.7 1.5 0.7 1.9 17.3 1.7 1757.5 0.8 3.2 2.2 4.2 46.9 40.1 20.2 11.1 56.4 54.5
0.8 1.7 0.8 1.9 17.3 1.6 1760 0.7 3.3 2.2 4.2 46.7 40 20 11 56.2 54.5
0.6 1.5 0.7 1.7 17.5 1.6 1762.4 0.6 3.4 2.2 4.1 46.5 39.6 19.9 11.1 56.1 54.5
0.7 1.5 0.7 1.9 17.4 1.8 1764.8 0.8 3.3 2.2 4.1 46.4 39.3 19.6 10.9 56.2 54.3
0.8 1.5 0.7 1.7 17.3 1.6 1766.9 0.8 3.2 2.3 4.2 46.2 39 19.5 10.9 56.1 54.3
0.8 1.5 0.7 1.9 17.6 1.6 1769.2 0.7 3.1 2.1 4.2 45.9 39 19.4 10.9 55.8 54.2
0.7 1.6 0.7 1.8 17.5 1.8 1771.2 0.9 3.1 2.1 4.2 45.7 38.8 19.2 10.8 55.8 54
0.7 1.5 0.6 1.9 17.5 1.8 1773.2 0.8 3.3 2.1 4.3 45.4 38.6 19.1 10.7 55.7 53.8
0.7 1.7 0.6 1.7 17.5 1.6 1775.2 0.9 3.3 2.1 4.1 45.3 38.4 18.9 10.6 55.6 53.8
0.6 1.6 0.6 1.6 17.6 1.8 1777.1 0.8 3.2 2.3 4.2 45 38.1 18.9 10.4 55.4 53.7
0.7 1.7 0.7 1.9 17.5 1.8 1778.9 0.8 3.1 2.3 4.3 44.8 37.9 18.6 10.4 55.5 53.7
0.7 1.7 0.6 1.7 17.6 1.6 1780.6 0.7 3.2 2.3 4.1 44.7 37.8 18.6 10.3 55.2 53.6
0.7 1.7 0.6 1.7 17.8 1.8 1782 0.6 3.3 2.1 4.2 44.5 37.5 18.5 10.3 55.2 53.6
0.7 1.5 0.8 1.7 17.6 1.8 1783.5 0.7 3.1 2.2 4.2 44.2 37.5 18.3 10.4 55.2 53.6
0.7 1.6 0.7 1.8 17.7 1.6 1784.9 0.8 3.1 2.3 4.1 44.2 37.2 18.1 10.3 55.1 53.5
0.6 1.7 0.6 1.9 17.7 1.6 1785.9 0.8 3.1 2.2 4.2 44 37 18.1 10.2 55 53.3
0.8 1.7 0.8 1.7 17.9 1.6 1786.8 0.7 3.2 2.3 4.1 43.7 36.8 17.9 10.2 54.8 53.4
0.6 1.5 0.7 1.6 17.7 1.7 1787.8 0.8 3.2 2.2 4.1 43.4 36.6 17.8 10.1 54.7 53.3
0.6 1.5 0.8 1.9 17.7 1.8 1788.5 0.7 3.1 2.1 4 43.3 36.5 17.6 10.1 54.6 53.1
0.7 1.6 0.6 1.7 17.8 1.7 1789.2 0.7 3.2 2.2 4.2 43.2 36.4 17.6 10.1 54.5 53
0.6 1.7 0.7 1.9 17.7 1.7 1789.5 0.7 3.2 2.1 4.1 43 36.3 17.5 9.9 54.5 53.1
0.8 1.4 0.6 1.8 17.8 1.7 1789.7 0.7 3 2.1 4.2 42.8 36.2 17.4 9.8 54.5 53
0.8 1.7 0.8 1.7 17.7 1.7 1789.9 0.8 3.2 2.2 4.1 42.6 35.9 17.4 9.7 54.4 52.9
0.8 1.7 0.6 1.9 17.9 1.7 1788.5 0.7 2.9 2.3 4.1 42.4 35.6 17.1 9.9 54.1 52.7
0.7 1.6 0.7 1.7 17.8 1.8 1788.2 0.8 3.1 2.1 4.2 42.3 35.7 17 9.7 54 52.7
0.8 1.6 0.8 1.6 17.7 1.8 1786.6 0.8 3 2.2 4 42 35.4 17 9.7 53.9 52.4
0.7 1.6 0.6 1.7 17.8 1.6 1784.7 0.6 2.9 2.1 4 41.6 35 16.7 9.5 53.8 52.1
0.8 1.6 0.7 1.8 17.8 1.8 1783.5 0.7 2.9 2.1 4.2 41.5 35 16.6 9.6 53.6 52.1
0.8 1.7 0.6 1.8 17.8 1.7 1781.2 0.8 3.1 2.2 4 41.3 34.6 16.6 9.5 53.3 52
0.6 1.7 0.8 1.8 17.7 1.8 1779.7 0.8 2.9 2.3 3.9 41.2 34.5 16.4 9.6 53.2 51.9
0.8 1.4 0.7 1.8 17.8 1.6 1776.9 0.8 2.9 2.1 4.1 40.7 34.5 16.2 9.4 53.1 51.5
0.6 1.6 0.8 1.8 17.9 1.7 1774.9 0.8 2.8 2.1 4 40.5 34.2 16.3 9.3 52.8 51.5
0.6 1.5 0.8 1.7 17.8 1.8 1771.6 0.8 3 2.2 3.9 40.5 33.9 16 9.4 52.6 51.3
0.6 1.5 0.7 1.6 17.9 1.8 1769.2 0.8 2.9 2.2 3.9 40.3 33.9 15.8 9.2 52.7 51.2
0.7 1.5 0.8 1.9 17.8 1.8 1765.2 0.7 2.8 2.2 4.1 40 33.6 15.9 9.3 52.4 50.9
0.7 1.7 0.7 1.7 17.6 1.7 1760.5 0.6 2.9 2.3 4 39.5 33.4 15.6 9.3 52.2 50.9
0.4 1.1 0.5 1 6.4 0.9 687.6 0.8 2.9 1.3 2.5 39.5 34.4 20.1 9.7 35.6 33.5
0.7 1 0.5 0.9 6.2 1 692.8 0.8 2.5 1.8 2.3 39.5 34.4 19.9 10.1 35.3 33.8
0.8 1 0.6 1.3 6.6 0.9 697.7 1 2.5 1.4 2.6 39.9 34.9 19.9 9.8 35.7 33.6
0.9 1.1 0.7 1.2 6.6 1.1 703.3 1 2.7 1.6 2.4 40 35.1 20.5 10.1 36.3 34.4
0.4 0.8 0.6 1.4 6.5 1.2 708.4 0.8 2.5 1.5 2.8 40.8 35.4 20.7 10.4 36.2 34.3
0.6 1.1 0.6 0.8 6.2 1 714.2 1 2.7 1.7 2.7 40.9 35.7 20.7 9.9 36.8 34.8
0.9 1 0.8 0.8 6.3 1 719.4 0.7 2.8 1.5 2.7 41.3 36.1 21 10.1 36.7 34.7
0.6 0.9 0.6 1.4 6.3 0.9 725.1 0.6 2.6 1.4 2.5 41.6 36.2 21.2 10.5 37.1 35.4
0.9 1.2 0.5 1 6.5 1.1 730.9 1 2.7 1.4 2.4 42 36.4 20.8 10.4 37.6 35.4
0.5 1.4 0.6 1.3 6.9 1.1 736.1 1.1 3 1.6 2.4 42 36.5 21.4 10.7 37.9 35.5
